ID del cliente,Deserción en la empresa,Género del cliente,Cliente senior,Relación de pareja,Dependientes,Meses de contrato,Servicio telefónico,Múltiples líneas telefónicas,INTERNET,Seguridad en línea (INTERNET),Respaldo en línea (INTERNET),Protección del dispositivo (INTERNET),Soporte técnico (INTERNET),Televisión por cable,Streaming de películas,Tipo de contrato,Factura en línea,Forma de pago,Monto mensual,Monto total según meses contratados,Monto diario
4656-CAURT,0,Hombre,0,0,0,69,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.95,1713,0.8
4657-FWVFY,0,Mujer,0,1,1,40,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Credit card (automatic),96.35,3915,3.21
4658-HCOHW,1,Mujer,0,1,1,21,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,102.8,2110,3.43
4659-NZRUF,1,Mujer,0,0,0,19,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,95.15,1789,3.17
4660-IRIBM,0,Hombre,0,1,1,18,1,0,Fiber optic,1,0,1,0,1,0,Month-to-month,1,Mailed check,87.9,1500,2.93
4661-NJEUX,0,Hombre,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.05,20,0.67
4662-EKDPQ,1,Hombre,0,0,0,2,1,1,DSL,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),62.05,118,2.07
4664-NJCMS,0,Mujer,0,1,0,33,0,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),59.55,2016,1.98
4667-OHGKG,1,Hombre,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.3,19,0.64
4667-QONEA,0,Mujer,1,1,1,60,1,0,DSL,1,1,1,1,0,1,One year,1,Credit card (automatic),74.85,4456,2.49
4670-TABXH,0,Hombre,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),109.75,7758,3.66
4671-LXRDQ,1,Hombre,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.0,96,1.5
4671-VJLCL,0,Mujer,0,0,0,63,1,1,DSL,1,1,1,1,1,0,Two year,1,Credit card (automatic),79.85,4861,2.66
4672-FOTSD,0,Hombre,0,0,0,12,1,1,DSL,1,1,0,1,0,0,Month-to-month,1,Electronic check,67.25,832,2.24
4673-KKSLS,0,Mujer,0,0,0,31,1,0,Fiber optic,1,0,1,1,0,0,Month-to-month,0,Electronic check,87.6,2724,2.92
4674-HGNUA,0,Hombre,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.9,6457,3.0
4674-LRJIC,0,Mujer,0,0,0,1,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,94.4,94,3.15
4676-MQUEA,0,Hombre,1,1,0,50,1,1,Fiber optic,1,1,1,0,1,0,One year,1,Bank transfer (automatic),101.9,5265,3.4
4676-WLUHT,0,Hombre,0,0,0,54,0,0,DSL,1,1,0,0,0,1,Two year,0,Bank transfer (automatic),46.2,2431,1.54
4678-DVQEO,1,Mujer,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,52.2,52,1.74
4680-KUTAJ,0,Mujer,1,0,0,11,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,55.6,580,1.85
4682-BLBUC,0,Hombre,0,1,0,44,1,0,DSL,0,1,1,1,1,0,One year,1,Electronic check,70.95,3250,2.37
4683-WYDOU,0,Hombre,0,1,0,62,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),107.6,6912,3.59
4685-ERGHK,0,Hombre,0,0,0,57,1,1,Fiber optic,0,0,0,0,1,0,One year,1,Electronic check,86.9,4939,2.9
4685-TFLLS,0,Hombre,0,1,1,18,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.8,342,0.66
4686-GEFRM,0,Hombre,0,1,0,70,1,1,Fiber optic,0,1,1,1,0,1,Two year,1,Bank transfer (automatic),98.7,6858,3.29
4686-UXDML,0,Mujer,0,0,0,21,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.85,1992,3.33
4690-LLKUA,1,Hombre,1,0,0,17,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.05,770,1.5
4690-PKDQG,0,Mujer,1,1,0,42,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,95.55,3930,3.18
4691-NEWPF,0,Hombre,0,1,0,11,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.9,521,1.53
4692-NNQRU,0,Mujer,0,1,0,21,1,0,Fiber optic,0,0,1,1,0,0,One year,0,Electronic check,79.2,1742,2.64
4693-VWVBO,0,Mujer,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.55,61,0.65
4694-PHWFW,0,Mujer,0,0,1,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,170,0.66
4695-VADHF,1,Hombre,0,1,1,18,1,0,DSL,0,0,1,0,0,1,Month-to-month,0,Electronic check,57.45,990,1.92
4695-WJZUE,1,Mujer,1,0,0,2,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,88.55,179,2.95
4697-LUPSU,0,Hombre,0,1,1,2,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.2,34,0.67
4698-KVLLG,0,Mujer,1,0,0,51,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.6,967,0.65
4700-UBQMV,0,Hombre,0,1,1,21,1,1,DSL,1,0,0,0,1,1,One year,1,Bank transfer (automatic),75.9,1549,2.53
4701-AHWMW,1,Hombre,0,1,0,55,0,0,DSL,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),54.55,2978,1.82
4701-LKOZD,0,Mujer,0,0,0,70,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.75,6367,2.99
4701-MLJPN,1,Hombre,0,0,0,31,1,0,DSL,0,0,1,1,0,0,Month-to-month,1,Electronic check,55.25,1715,1.84
4702-HDRKD,0,Hombre,0,0,0,67,0,0,DSL,1,0,1,1,1,0,One year,1,Bank transfer (automatic),49.35,3321,1.64
4702-IOQDC,1,Mujer,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.1,70,2.34
4703-MQYKT,0,Hombre,0,0,0,21,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.6,390,0.65
4704-ERYFC,1,Mujer,0,1,0,22,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.25,1554,2.31
4706-AXVKM,1,Mujer,1,0,0,11,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),84.8,906,2.83
4706-DGAHW,0,Hombre,1,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.2,45,1.51
4707-MAXGU,0,Hombre,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.85,1872,0.86
4707-YNOQA,0,Mujer,0,1,1,34,1,1,No,0,0,0,0,0,0,One year,1,Credit card (automatic),25.6,917,0.85
4709-LKHYG,0,Mujer,0,1,1,29,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,20.0,540,0.67
4710-FDUIZ,1,Hombre,0,1,0,56,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Credit card (automatic),100.3,5614,3.34
4710-NKCAW,0,Hombre,0,1,1,5,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Credit card (automatic),64.4,316,2.15
4712-AUQZO,0,Hombre,0,0,0,18,0,0,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,33.6,550,1.12
4712-UYOOI,0,Mujer,0,1,1,20,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.0,417,0.67
4713-LZDRV,1,Mujer,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.6,195,2.65
4713-ZBURT,0,Hombre,0,0,1,45,1,1,Fiber optic,0,0,1,0,1,1,Two year,0,Bank transfer (automatic),99.7,4634,3.32
4716-HHKQH,0,Hombre,1,1,0,20,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,107.05,2172,3.57
4716-MRVEN,0,Mujer,0,0,0,29,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.0,599,0.67
4717-GHADL,0,Mujer,0,0,0,50,1,1,DSL,0,1,0,1,1,1,Two year,1,Mailed check,79.6,4024,2.65
4718-DHSMV,0,Mujer,0,0,0,11,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,35.8,363,1.19
4718-WXBGI,0,Hombre,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),91.95,6614,3.06
4719-UMSIY,0,Hombre,0,0,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.65,100,0.65
4720-VSTSI,1,Mujer,0,0,0,44,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),84.8,3862,2.83
4723-BEGSG,0,Hombre,0,1,0,72,1,1,DSL,1,0,1,1,1,1,Two year,0,Credit card (automatic),86.65,6094,2.89
4724-WXVWF,0,Hombre,0,0,0,48,1,1,Fiber optic,1,0,0,1,0,1,Month-to-month,1,Electronic check,95.4,4445,3.18
4726-DLWQN,0,Hombre,1,0,0,50,1,1,DSL,1,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),70.35,3454,2.34
4727-MCYZG,0,Hombre,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Month-to-month,0,Mailed check,55.55,55,1.85
4729-XKASR,1,Hombre,0,0,1,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.75,24,0.82
4730-AWNAU,0,Hombre,0,1,1,36,0,0,DSL,1,0,1,1,1,1,One year,0,Credit card (automatic),60.7,2234,2.02
4732-RRJZC,0,Hombre,0,1,1,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,144,0.68
4735-ASGMA,1,Hombre,0,0,0,26,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.35,2515,3.28
4735-BJKOU,0,Mujer,0,0,0,40,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.15,804,0.67
4737-AQCPU,0,Hombre,0,1,1,72,1,1,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),72.1,5016,2.4
4737-HOBAX,0,Hombre,0,1,0,63,1,1,DSL,0,0,1,1,1,1,Two year,0,Credit card (automatic),79.8,5034,2.66
4741-WWJQZ,0,Mujer,0,1,0,2,1,0,Fiber optic,1,0,0,1,0,0,Month-to-month,1,Electronic check,80.15,194,2.67
4742-DRORA,0,Hombre,0,1,1,60,1,1,Fiber optic,1,0,1,0,1,0,One year,1,Bank transfer (automatic),95.4,5812,3.18
4742-TXUEX,0,Mujer,0,1,1,47,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.3,890,0.64
4745-LSPLO,1,Hombre,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.5,20,0.68
4747-LCAQL,0,Hombre,0,0,0,25,1,0,DSL,1,1,0,1,1,1,Month-to-month,1,Mailed check,79.0,1902,2.63
4749-OJKQU,0,Mujer,0,0,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.65,302,2.52
4749-VFKVB,1,Mujer,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,50.1,50,1.67
4750-UKWJK,0,Mujer,1,1,0,37,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.6,727,0.65
4750-ZRXIU,1,Mujer,1,0,0,4,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.6,360,2.82
4751-ERMAN,0,Hombre,0,1,1,72,1,0,DSL,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),75.4,5480,2.51
4753-PADAS,0,Mujer,0,1,0,67,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),105.7,6816,3.52
4759-PXTAN,0,Mujer,0,1,0,59,1,1,DSL,0,1,0,1,1,1,One year,1,Electronic check,80.1,4693,2.67
4759-TRPLW,1,Hombre,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,70,2.35
4760-THGOT,0,Mujer,0,1,0,43,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,94.1,4107,3.14
4760-XOHVN,1,Mujer,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.45,19,0.65
4762-XTUEC,0,Mujer,0,1,0,67,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Credit card (automatic),109.7,7344,3.66
4763-PGDPO,1,Mujer,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,281,2.35
4765-OXPPD,1,Mujer,0,1,1,9,1,0,DSL,1,1,1,1,0,0,Month-to-month,0,Mailed check,65.0,663,2.17
4767-HZZHQ,0,Hombre,0,1,1,30,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),82.05,2570,2.74
4770-QAZXN,0,Mujer,0,0,0,13,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.45,232,0.65
4770-UEZOX,0,Hombre,0,0,0,2,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.75,144,2.49
4774-HHGGS,0,Hombre,0,1,0,30,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.05,637,0.64
4776-XSKYQ,0,Mujer,0,1,1,12,0,0,DSL,0,0,0,1,0,0,One year,0,Credit card (automatic),30.25,368,1.01
4778-IZARL,0,Hombre,0,1,0,63,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),110.1,6705,3.67
4779-ZGICK,0,Hombre,0,1,1,48,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,23.55,1173,0.78
4781-ZXYGU,0,Hombre,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.15,20,0.67
4782-OSFXZ,0,Mujer,1,1,0,71,1,1,DSL,1,1,1,1,0,1,Two year,1,Bank transfer (automatic),82.7,5831,2.76
4785-FCIFB,0,Mujer,0,1,0,61,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.4,1417,0.81
4785-NKHCX,0,Hombre,1,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.05,94,0.67
4785-QRJHC,1,Hombre,1,1,0,46,0,0,DSL,0,1,1,1,1,1,One year,1,Bank transfer (automatic),59.9,2816,2.0
4786-UKSNZ,1,Hombre,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.2,20,0.67
4789-KWMXN,1,Hombre,0,1,0,47,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Credit card (automatic),110.85,5275,3.7
4791-QRGMF,1,Hombre,0,1,0,59,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),99.5,5961,3.32
4795-KTRTH,1,Mujer,1,1,0,5,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.0,371,2.7
4795-UXVCJ,0,Hombre,0,0,0,26,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.8,457,0.66
4795-WRNVT,0,Mujer,0,0,0,40,1,0,DSL,1,1,0,0,1,0,Month-to-month,0,Mailed check,65.1,2586,2.17
4797-AXPXK,1,Mujer,0,0,1,1,1,0,DSL,1,1,0,1,0,0,Month-to-month,1,Electronic check,60.0,60,2.0
4797-MIWUM,0,Hombre,0,1,1,7,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.25,174,0.68
4800-CZMPC,1,Mujer,0,1,1,48,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Credit card (automatic),103.25,5037,3.44
4800-VHZKI,1,Mujer,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.9,19,0.66
4801-JZAZL,0,Mujer,0,1,1,11,0,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,29.6,346,0.99
4801-KFYKL,0,Hombre,0,0,1,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.45,159,0.65
4803-AXVYP,1,Mujer,1,0,0,38,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,99.55,3734,3.32
4803-LBYPN,0,Hombre,0,1,1,34,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.8,635,0.69
4804-NCPET,0,Hombre,0,1,1,19,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.2,387,0.67
4805-ZRGEZ,0,Hombre,1,1,0,61,1,1,DSL,0,1,0,0,0,1,One year,0,Bank transfer (automatic),64.05,3902,2.13
4806-DXQCE,0,Mujer,1,1,0,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,113.65,7714,3.79
4806-HIPDW,1,Mujer,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,68.95,68,2.3
4806-KEXQR,1,Hombre,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.9,324,2.66
4807-IZYOZ,0,Mujer,0,0,0,51,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.65,1020,0.69
4808-YNLEU,0,Mujer,0,1,0,35,1,0,DSL,1,0,0,0,1,0,One year,1,Bank transfer (automatic),62.15,2215,2.07
4811-JBUVU,0,Hombre,0,0,0,30,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),89.9,2723,3.0
4813-HQMGZ,0,Mujer,0,1,0,8,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Electronic check,90.25,743,3.01
4815-GBTCD,0,Mujer,0,1,0,4,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.15,99,0.84
4815-TUMEQ,0,Mujer,0,0,0,10,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.3,185,0.64
4815-YOSUK,0,Hombre,0,1,1,72,1,1,Fiber optic,1,1,1,1,0,1,One year,1,Credit card (automatic),104.9,7537,3.5
4816-JBHOV,1,Hombre,1,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.7,93,1.49
4816-LXZYW,1,Mujer,0,0,0,23,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.15,1676,2.64
4816-OKWNX,0,Hombre,0,1,1,50,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),103.4,5236,3.45
4817-KEQSP,0,Mujer,0,1,1,71,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.85,1326,0.66
4817-QRJSX,1,Mujer,0,0,0,10,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),81.0,818,2.7
4817-VYYWS,1,Mujer,0,0,0,30,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,2983,3.34
4818-DRBQT,1,Hombre,0,1,0,29,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.15,2265,2.67
4818-QIUFN,1,Mujer,1,0,0,20,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,79.15,1520,2.64
4819-HJPIW,0,Hombre,0,0,0,18,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.15,476,0.84
4821-SJHJV,0,Mujer,0,1,1,32,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,89.6,2901,2.99
4821-WQOYN,0,Mujer,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),20.1,1326,0.67
4822-LPTYJ,0,Hombre,0,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),103.75,7346,3.46
4822-NGOCH,1,Mujer,0,0,0,13,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.45,1058,2.82
4822-RVYBB,1,Hombre,1,0,0,8,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.6,819,3.35
4822-YCXMX,1,Hombre,0,0,0,25,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.8,2043,2.83
4824-GUCBY,0,Mujer,1,0,0,22,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,81.7,1820,2.72
4825-FUREZ,0,Hombre,0,1,0,42,1,0,No,0,0,0,0,0,0,Two year,0,Electronic check,20.25,835,0.68
4825-XJGDM,0,Mujer,0,0,0,61,0,0,DSL,1,1,1,1,0,0,One year,0,Credit card (automatic),43.7,2696,1.46
4826-DXMUP,0,Hombre,0,0,1,35,1,0,DSL,0,0,0,1,1,1,One year,1,Mailed check,72.1,2495,2.4
4826-TZEVA,0,Mujer,0,0,0,40,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),74.8,2971,2.49
4826-XTSOH,1,Hombre,1,1,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,86.05,86,2.87
4827-DPADN,0,Mujer,0,1,1,72,1,1,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),83.3,6042,2.78
4827-LTQRJ,0,Mujer,1,1,1,66,1,1,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),110.6,7210,3.69
4827-USJHP,0,Hombre,0,0,0,20,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.8,1023,1.73
4828-FAZPK,0,Mujer,0,1,1,16,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),79.95,1267,2.66
4829-AUOAX,1,Mujer,0,0,0,46,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Bank transfer (automatic),96.05,4399,3.2
4829-ZLJTK,0,Mujer,1,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,112.4,8046,3.75
4830-FAXFM,0,Hombre,0,0,1,19,1,1,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),24.1,439,0.8
4831-EOBFE,1,Hombre,0,1,1,29,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),94.65,2649,3.16
4832-VRBMR,0,Hombre,1,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),103.15,6792,3.44
4833-QTJNO,0,Hombre,1,1,0,67,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),83.85,5588,2.8
4835-YSJMR,0,Hombre,0,0,0,39,1,0,DSL,0,0,0,1,0,0,Two year,1,Bank transfer (automatic),49.8,1971,1.66
4836-WNFNO,0,Mujer,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.0,1849,0.83
4837-PZTIC,0,Mujer,0,0,0,47,0,0,DSL,1,0,1,1,0,0,Two year,0,Mailed check,41.9,1875,1.4
4837-QUSFT,0,Mujer,0,1,0,65,1,1,Fiber optic,1,1,0,1,1,0,One year,1,Bank transfer (automatic),100.15,6643,3.34
4840-ORQXB,0,Mujer,1,0,0,56,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,104.75,5841,3.49
4844-JJWUY,1,Mujer,1,0,0,1,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,86.0,86,2.87
4846-WHAFZ,1,Mujer,1,1,0,37,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.5,2868,2.55
4847-QNOKA,1,Mujer,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.9,44,1.5
4847-TAJYI,0,Mujer,1,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.35,567,2.98
4849-PYRLQ,0,Mujer,1,0,0,56,1,1,DSL,1,0,1,1,0,1,Two year,0,Bank transfer (automatic),73.25,4054,2.44
4851-BQDNX,0,Hombre,0,1,1,40,1,0,Fiber optic,0,0,1,0,1,0,One year,1,Electronic check,85.05,3355,2.84
4853-OITSN,0,Hombre,0,1,0,5,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,89.15,413,2.97
4853-RULSV,1,Hombre,0,0,0,70,1,1,Fiber optic,1,0,0,1,1,1,Two year,1,Credit card (automatic),104.0,7250,3.47
4854-CIDCF,0,Mujer,1,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,73.85,196,2.46
4854-SSLTN,0,Hombre,0,1,1,2,1,0,DSL,1,1,0,1,0,0,Two year,0,Mailed check,59.5,130,1.98
4855-SNKMY,1,Mujer,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.1,44,1.47
4859-ZSRDZ,0,Mujer,0,1,1,58,0,0,DSL,0,0,1,1,1,1,Two year,1,Credit card (automatic),55.5,3166,1.85
4860-IJUDE,0,Hombre,0,0,0,13,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),73.75,956,2.46
4860-YZGZM,0,Hombre,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.0,185,0.67
4868-AADLV,0,Hombre,1,1,1,66,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Electronic check,116.25,7862,3.88
4869-EPIUS,0,Hombre,0,1,0,56,1,0,Fiber optic,0,0,0,0,0,1,One year,1,Electronic check,80.9,4557,2.7
4871-JTKJF,1,Mujer,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.65,69,2.32
4872-JCVCA,0,Mujer,0,1,0,71,0,0,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),47.6,3377,1.59
4872-VXRIL,0,Hombre,0,0,0,56,1,1,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),64.65,3665,2.16
4873-ILOLJ,1,Hombre,0,0,0,24,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.35,2238,3.01
4877-EVATK,1,Hombre,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.0,20,0.67
4877-TSOFF,0,Mujer,0,1,1,55,1,1,DSL,1,1,0,1,0,1,One year,1,Bank transfer (automatic),75.75,4264,2.52
4878-BUNFV,0,Hombre,0,1,1,42,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.7,828,0.69
4878-SMQBX,0,Mujer,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),18.75,53,0.62
4879-GZLFH,0,Mujer,0,1,1,42,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,92.15,3875,3.07
4881-GQJTW,0,Hombre,0,0,0,14,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.6,300,0.65
4881-JVQOD,0,Hombre,1,1,1,10,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),34.55,362,1.15
4883-KCPZJ,0,Mujer,0,1,1,22,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.25,555,0.84
